year,distr,avtemp,totalrain,crops,trend,plntdha,prodmt,basalfert,topfert,aprrain,marrain,febrain,janrain,aprtemp,martemp,febtemp,jantemp,octrain,novrain,decrain,octtemp,novtemp,dectemp,totaltemp,tempsd,rainsd,aezs,ageczs,meanrain,raincov,meantemp,tempcov,aez3,aez2a,aez2b,aez1,prodkgs,yieldkgs,temp2,rain2,amchnge2,temprain,ondtemp,jfmtemp,ondrain,jfmrain,amchnge,lnyieldkgs,lnavtemp,lntotalrain,lnondrain,lnjfmrain,lnondtemp,lnjfmtemp,lnamchnge,lntempcov,lnraincov,aers,aer1,aer2,aer3,aer4,dup
1989.0,Mbala,21.2875,431.1000061035156,Maize  ,9.0,28031.0,40602.42,0.0,0.0,346.3,287.6,160.2,340.4,21.1,21.2,20.6,20.9,0.0,,204.3,,,22.45,85.149994,0.7770205,222.1607,0.0,3.0,1028.87,21.59269,22.989763,3.3798544,1.0,0.0,0.0,0.0,4.060242e+07,1448.4828,453.15768,185847.22,0.3513367,9177.042,22.45,20.9,204.3,788.19995,0.5927366,7.278272,3.05812,6.06634,5.3195896,6.6697516,3.1112907,3.0397491,-0.5230051,1.2178327,3.0723548,AERIII,0.0,0.0,0.0,1.0,0.0
1989.0,Mongu,23.8,883.7000122070312,Maize  ,9.0,4674.0,2030.85,0.0,0.0,47.7,74.5,292.6,258.4,22.1,23.35,23.55,23.05,33.9,76.4,147.9,24.95,24.15,23.75,142.8,0.7770205,222.1607,3.0,2.0,837.8716,26.514887,23.784863,3.2668698,0.0,0.0,0.0,1.0,2.03085e+06,434.49936,566.43994,780925.7,0.37572652,21032.06,24.283333,23.316666,258.2,625.5,0.61296535,6.0741944,3.1696856,6.7841177,5.5537343,6.4385514,3.1897902,3.1491683,-0.48944688,1.1838323,3.2777064,AERIIb,0.0,0.0,1.0,0.0,0.0
1989.0,Mumbwa,22.816666,1322.9000244140625,Maize  ,9.0,26580.0,71744.13,0.0,0.0,1.2,127.1,449.1,457.1,20.3,21.5,22.0,21.8,50.1,47.9,191.6,24.85,23.85,22.9,136.9,0.7770205,222.1607,2.0,2.0,837.8716,26.514887,23.784863,3.2668698,0.0,0.0,1.0,0.0,7.174413e+07,2699.1772,520.6002,1.7500645e+06,0.013046486,30184.168,23.866667,21.766666,289.6,1033.3,0.114221215,7.9007025,3.1274912,7.1875815,5.668501,6.9405127,3.1724827,3.0803797,-2.1696181,1.1838323,3.2777064,AERIIa,0.0,1.0,0.0,0.0,0.0
1989.0,Mwinilunga,22.108334,1043.0,Maize  ,9.0,1124.0,3060.72,0.0,0.0,127.6,249.0,161.8,160.7,21.0,21.5,21.15,21.2,109.7,145.1,216.7,23.75,23.05,22.0,132.65,0.7770205,222.1607,0.0,3.0,1028.87,21.59269,22.989763,3.3798544,1.0,0.0,0.0,0.0,3.06072e+06,2723.0605,488.7784,1.087849e+06,10.568284,23058.992,22.933332,21.283333,471.5,571.5,-3.2508898,7.9095116,3.0959547,6.9498563,6.155919,6.3482647,3.1325915,3.0579243,,1.2178327,3.0723548,AERIII,0.0,0.0,0.0,1.0,0.0
1989.0,Ndola,21.85,1354.7000732421875,Maize  ,9.0,22197.0,43333.56,0.0,0.0,17.3,248.7,384.2,372.2,20.75,21.55,21.45,20.85,58.3,70.4,220.9,23.3,21.95,22.0,131.1,0.7770205,222.1607,0.0,3.0,1028.87,21.59269,22.989763,3.3798544,1.0,0.0,0.0,0.0,4.333356e+07,1952.226,477.42252,1.8352122e+06,0.024976443,29600.197,22.416666,21.283333,349.59998,1005.10004,0.15803938,7.5767255,3.0842009,7.211335,5.8567896,6.9128423,3.1098046,3.0579243,-1.8449111,1.2178327,3.0723548,AERIII,0.0,0.0,0.0,1.0,0.0
1989.0,Petauke,23.358334,1178.5999755859375,Maize  ,9.0,86795.0,65525.76,0.0,0.0,1.1,181.7,401.1,387.4,21.95,22.55,22.3,22.2,100.0,8.5,99.9,25.45,24.25,23.4,140.15001,0.7770205,222.1607,2.0,2.0,837.8716,26.514887,23.784863,3.2668698,0.0,0.0,1.0,0.0,6.552576e+07,754.94855,545.61176,1.3890979e+06,0.0065118265,27530.13,24.366667,22.35,208.4,970.2,0.08069589,6.6266494,3.1509538,7.0720825,5.3394594,6.8775024,3.193216,3.1068263,-2.5170677,1.1838323,3.2777064,AERIIa,0.0,1.0,0.0,0.0,0.0
1989.0,Samfya,22.758333,1287.5,Maize  ,9.0,2369.0,6778.26,0.0,0.0,0.0,179.7,559.3,376.6,21.0,21.45,21.9,21.4,3.4,14.0,154.5,24.5,24.05,23.25,136.55,0.7770205,222.1607,0.0,3.0,1028.87,21.59269,22.989763,3.3798544,1.0,0.0,0.0,0.0,6.77826e+06,2861.2327,517.9417,1.6576562e+06,0.13178526,29301.354,23.933332,21.583334,171.9,1115.6,0.3630224,7.9590077,3.1249313,7.1604576,5.146913,7.0171475,3.1752722,3.0719213,-1.0132908,1.2178327,3.0723548,AERIII,0.0,0.0,0.0,1.0,0.0
1989.0,Serenje,23.06,997.3999633789062,Maize  ,9.0,9997.0,34856.01,0.0,0.0,27.7,187.1,201.7,394.3,21.9,22.95,22.1,22.75,20.8,29.0,164.5,23.95,,23.55,115.3,0.7770205,222.1607,2.0,2.0,837.8716,26.514887,23.784863,3.2668698,0.0,0.0,1.0,0.0,3.485601e+07,3486.6467,531.76355,994806.7,0.01388517,23000.043,23.75,22.6,214.3,783.1,-0.11783535,8.156695,3.1380994,6.905152,5.367377,6.6632605,3.1675825,3.11795,,1.1838323,3.2777064,AERIII,0.0,0.0,0.0,1.0,0.0
1989.0,Sesheke,21.7,,Maize  ,8.0,13884.0,9482.13,0.0,0.0,4.1,42.5,241.9,198.9,20.05,21.2,22.2,21.7,54.6,,163.1,,,,65.100006,0.7770205,222.1607,1.0,1.0,689.4936,32.22085,24.191387,3.2119718,0.0,1.0,0.0,0.0,9.48213e+06,682.95374,470.89005,,0.34196043,,,21.7,217.70001,483.3,0.58477384,6.5264273,3.0773122,,5.383118,6.1806374,,3.0773122,-0.53653014,1.166885,3.4726138,AERI,1.0,0.0,0.0,0.0,0.0
1989.0,Solwezi,22.783333,1269.199951171875,Maize  ,8.0,5752.0,11670.84,0.0,0.0,36.2,310.1,101.2,205.6,21.35,23.1,22.2,23.05,54.5,,179.3,,,,68.35,0.7770205,222.1607,0.0,3.0,1028.87,21.59269,22.989763,3.3798544,1.0,0.0,0.0,0.0,1.167084e+07,2029.0056,519.08026,1.6108685e+06,0.46160594,28916.605,,22.783333,233.8,616.9,0.6794159,7.615301,3.1260293,7.146142,5.454466,6.424707,,3.1260293,-0.38652185,1.2178327,3.0723548,AERIII,0.0,0.0,0.0,1.0,0.0
1989.0,Zambezi,22.05,1050.5999755859375,Maize  ,9.0,2064.0,3149.55,0.0,0.0,64.3,185.9,190.8,303.7,20.95,21.7,22.2,21.35,34.3,93.7,242.2,23.25,22.0,21.8,132.3,0.7770205,222.1607,0.0,3.0,1028.87,21.59269,22.989763,3.3798544,1.0,0.0,0.0,0.0,3.14955e+06,1525.9448,486.20245,1.1037602e+06,1.0,23165.729,22.35,21.75,370.2,680.4,0.5387597,7.330369,3.0933125,6.9571166,5.9140434,6.5226808,3.1068263,3.0796137,-0.6184856,1.2178327,3.0723548,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Chipata,23.675,923.800048828125,Maize  ,10.0,46802.0,73884.33,0.0,0.0,69.85,111.25,208.85,231.45001,22.625,22.875,23.025,22.8,0.0,159.45001,212.79999,25.075,25.225,23.05,142.05002,0.7492953,172.74968,2.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,1.0,0.0,7.388433e+07,1578.6575,560.5056,853406.5,0.026092442,21870.965,24.45,22.9,372.25,551.55005,-0.16153155,7.3643303,3.1644197,6.8284955,5.9195657,6.3127327,3.1966302,3.131137,,1.1474987,3.026149,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Choma,22.5,829.2999877929688,Maize  ,10.0,50127.0,51102.0,0.0,0.0,60.4,28.1,251.0,282.8,20.3,21.5,21.9,22.05,19.5,94.9,153.0,22.7,23.8,23.05,135.0,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,5.1102e+07,1019.4506,506.25,687738.5,0.020516602,18659.25,23.183332,21.816666,267.4,561.89996,0.14323618,6.927019,3.1135154,6.720582,5.5887456,6.3313236,3.1434336,3.0826743,-1.9432604,1.181499,2.8207974,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Isoka,22.458334,963.9000244140625,Maize  ,10.0,4967.0,9658.08,0.0,0.0,119.3,57.3,316.5,283.1,21.5,21.7,21.95,21.8,1.0,107.1,198.9,23.9,23.55,21.85,134.74998,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,9.65808e+06,1944.4493,504.37677,929103.25,5.8572383,21647.588,23.1,21.816668,307.0,656.89996,-2.4201732,7.572734,3.1116617,6.8709874,5.7268476,6.4875317,3.1398327,3.0826743,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Kabompo,24.25,1031.5,Maize  ,10.0,1657.0,2266.92,0.0,0.0,45.8,157.9,161.9,370.2,23.25,23.85,23.8,23.45,60.5,59.9,221.1,24.2,25.7,24.5,145.50002,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,2.26692e+06,1368.0869,588.0625,1.0639922e+06,1.1397527,25013.875,24.800001,23.7,341.5,690.0,-1.067592,7.2211685,3.1884167,6.9387693,5.833348,6.5366917,3.2108438,3.1654751,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Kabwe,23.108334,802.5999755859375,Maize  ,10.0,46621.0,98843.12999999999,0.0,0.0,43.0,53.4,147.4,374.0,21.3,21.85,22.55,21.9,1.7,46.5,179.6,24.2,24.65,23.5,138.65001,0.7492953,172.74968,2.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,1.0,0.0,9.884313e+07,2120.1418,533.99506,644166.75,0.09917615,18546.748,24.116667,22.1,227.8,574.80005,-0.31492245,7.6592383,3.1401932,6.687856,5.428468,6.354022,3.182903,3.0955777,,1.1474987,3.026149,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Kafue,23.225,1119.5,Maize  ,10.0,23513.0,35925.57,0.0,0.0,53.0,24.7,106.2,578.5,22.05,22.45,23.25,23.5,166.0,72.9,171.2,24.4,23.2,22.55,139.34999,0.7492953,172.74968,1.0,1.0,689.4936,25.054573,24.191387,3.097364,0.0,1.0,0.0,0.0,3.592557e+07,1527.9023,539.40063,1.2532802e+06,0.14279033,26000.389,23.383333,23.066668,410.09998,709.4,0.37787607,7.331651,3.1452293,7.0206375,6.016401,6.5644197,3.1520236,3.1383886,-0.973189,1.1305515,3.2210565,AERI,1.0,0.0,0.0,0.0,0.0
1990.0,Kalabo,24.26,576.0999755859375,Maize  ,4.0,3519.0,1495.62,0.0,0.0,40.6,41.6,160.1,181.9,23.45,24.15,23.8,23.0,34.6,30.2,127.7,25.0,25.35,,121.299995,0.7492953,172.74968,3.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,0.0,1.0,1.49562e+06,425.0128,588.5476,331891.2,0.28450507,13976.186,25.175,23.65,192.5,383.6,-0.53339016,6.0521193,3.188829,6.3562813,5.260096,5.9496,3.2258513,3.163363,,1.1474987,3.026149,AERIIb,0.0,0.0,1.0,0.0,0.0
1990.0,Kaoma,24.366667,667.0,Maize  ,4.0,11078.0,25623.09,0.0,0.0,119.9,27.3,181.7,197.0,22.5,23.85,23.8,23.85,34.0,36.0,191.0,24.6,25.45,24.65,146.20001,0.7492953,172.74968,3.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,0.0,1.0,2.562309e+07,2312.9707,593.73444,444889.0,0.00042359126,16252.566,24.9,23.833334,261.0,406.0,0.020581333,7.746288,3.193216,6.50279,5.5645204,6.0063534,3.2148678,3.1710851,-3.8833709,1.1474987,3.026149,AERIIb,0.0,0.0,1.0,0.0,0.0
1990.0,Kasama,22.0625,1095.9000244140625,Maize  ,10.0,6134.0,10781.55,0.0,0.0,123.299995,181.8,258.3,168.65,21.425,21.875,21.475,21.4,23.5,200.79999,262.85,22.975,22.900002,21.75,132.375,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,1.078155e+07,1757.6704,486.7539,1.2009969e+06,5.8278084,24178.295,22.541668,21.583334,487.15,608.75,-2.4140854,7.4717445,3.0938792,6.9993315,6.188572,6.4114075,3.1153655,3.0719213,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Kasempa,22.466667,928.7999877929688,Maize  ,10.0,2312.0,4653.09,0.0,0.0,191.0,129.3,276.3,210.0,21.15,21.8,22.1,22.15,19.7,97.5,196.0,23.45,23.1,22.2,134.8,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,4.65309e+06,2012.5822,504.75113,862669.44,0.14718771,20867.041,22.916668,22.016666,313.2,615.6,-0.3836505,7.607174,3.1120327,6.8338933,5.746842,6.4225974,3.1318645,3.0917997,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Kawambwa,23.47,1033.9000244140625,Maize  ,10.0,1800.0,2475.0,0.0,0.0,174.2,,275.0,196.8,22.95,,22.7,22.25,125.6,196.1,260.0,24.65,24.45,23.3,117.34999,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,2.475e+06,1375.0,550.8409,1.0689492e+06,0.02118642,24265.633,24.133333,22.475,581.7,471.8,-0.14555556,7.226209,3.155723,6.9410934,6.365955,6.156555,3.183594,3.1124036,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Livingstone,23.01,768.0999755859375,Maize  ,10.0,10348.0,5231.34,0.0,0.0,109.2,,177.2,274.3,21.7,,22.05,23.15,28.2,40.3,49.1,23.45,23.5,22.9,115.05,0.7492953,172.74968,1.0,1.0,689.4936,25.054573,24.191387,3.097364,0.0,1.0,0.0,0.0,5.23134e+06,505.54117,529.4601,589977.56,0.052942686,17673.98,23.283333,22.599998,117.6,451.5,-0.23009278,6.2256293,3.1359289,6.64392,4.767289,6.1125755,3.1477377,3.1179497,,1.1305515,3.2210565,AERI,1.0,0.0,0.0,0.0,0.0
1990.0,Lusaka,24.666666,769.3499755859375,Maize  ,4.0,21513.0,39524.67,0.0,0.0,65.0,24.6,208.8,313.3,22.275,23.85,24.3,23.8,0.45,59.699997,162.5,24.1,26.0,25.95,148.00002,0.7492953,172.74968,1.0,1.0,689.4936,25.054573,24.191387,3.097364,0.0,1.0,0.0,0.0,3.952467e+07,1837.246,608.4444,591899.4,0.110832386,18977.299,25.35,23.983334,222.65,546.69995,-0.33291498,7.516023,3.2054527,6.645546,5.405601,6.3039002,3.2327788,3.177359,,1.1305515,3.2210565,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Mansa,22.808332,1113.0,Maize  ,10.0,10194.0,26646.75,0.0,0.0,93.2,107.8,302.6,266.5,21.85,22.15,21.8,21.75,11.2,138.9,286.0,23.7,24.3,23.15,136.84999,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,2.664675e+07,2613.964,520.22003,1.238769e+06,0.0001806142,25385.674,23.716667,21.9,436.09998,676.89996,-0.013439278,7.8686233,3.127126,7.0148144,6.0778713,6.5175233,3.166178,3.0864866,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Mazabuka,22.975,682.4000244140625,Maize  ,10.0,26800.0,66852.0,0.0,0.0,31.0,26.1,158.1,368.6,20.6,21.45,22.15,22.25,1.2,16.9,111.5,24.45,24.05,23.5,137.85,0.7492953,172.74968,2.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,1.0,0.0,6.6852e+07,2494.4775,527.85065,465669.78,0.0032167523,15678.141,24.0,21.95,129.6,552.8,-0.05671642,7.8218346,3.1344066,6.525616,4.864453,6.3149962,3.1780539,3.0887673,,1.1474987,3.026149,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Mbala,22.916666,893.2999877929688,Maize  ,10.0,6997.0,19751.04,0.0,0.0,206.3,153.4,191.7,128.7,22.05,22.6,21.9,21.3,43.8,169.3,206.4,23.85,24.6,23.25,137.5,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,1.975104e+07,2822.7869,525.1736,797984.9,9.036911,20471.457,23.9,21.933332,419.5,473.8,-3.0061455,7.94548,3.1318643,6.7949224,6.0390635,6.160785,3.1738784,3.0880075,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Mongu,24.225,793.7000122070312,Maize  ,10.0,4825.0,2020.41,0.0,0.0,0.0,63.3,0.0,350.3,22.9,23.1,23.8,23.7,0.0,194.5,185.6,25.25,25.45,24.05,145.35,0.7492953,172.74968,3.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,0.0,1.0,2.02041e+06,418.73782,586.85065,629959.7,0.0009793981,19227.383,24.916666,23.533333,380.1,413.59998,0.031295337,6.037245,3.187385,6.6767054,5.9404345,6.0248995,3.2155368,3.158418,-3.464286,1.1474987,3.026149,AERIIb,0.0,0.0,1.0,0.0,0.0
1990.0,Mumbwa,23.3,883.4000244140625,Maize  ,10.0,22500.0,42104.7,0.0,0.0,70.2,81.3,143.4,392.5,21.7,22.1,22.1,22.45,12.8,26.8,226.6,24.3,25.35,23.5,139.8,0.7492953,172.74968,2.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,1.0,0.0,4.21047e+07,1871.32,542.88995,780395.6,0.032881778,20583.22,24.383333,22.216667,266.2,617.2,-0.18133333,7.5343995,3.1484532,6.783778,5.584248,6.4251933,3.1938999,3.1008427,,1.1474987,3.026149,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Mwinilunga,22.775,1116.699951171875,Maize  ,10.0,931.0,2468.43,0.0,0.0,172.3,225.7,177.0,334.8,21.6,22.15,22.2,21.4,38.3,123.5,217.4,23.45,24.35,23.1,136.65,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,2.46843e+06,2651.3748,518.7006,1.2470188e+06,0.042974938,25432.842,23.633333,21.916666,379.2,737.5,-0.20730397,7.8828335,3.1256635,7.018133,5.9380636,6.6032662,3.1626582,3.0872474,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Ndola,22.275,976.5999755859375,Maize  ,10.0,16265.0,39768.03,0.0,0.0,100.8,129.9,259.5,190.3,21.45,21.7,21.9,21.55,0.6,102.7,293.6,23.15,23.4,21.95,133.65001,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,3.976803e+07,2445.0066,496.1756,953747.5,0.13301301,21753.764,22.833334,21.716667,396.9,579.69995,-0.3647095,7.801803,3.1034648,6.884077,5.9836845,6.3625107,3.1282215,3.07808,,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Petauke,24.22,1006.0,Maize  ,10.0,73926.0,31500.0,0.0,0.0,12.4,58.7,263.9,254.3,22.95,,23.25,23.05,1.2,63.9,364.0,25.55,25.5,23.75,121.100006,0.7492953,172.74968,2.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,1.0,0.0,3.15e+07,426.10178,586.60834,1.012036e+06,0.030303665,24365.318,24.933332,23.15,429.1,576.9,-0.17407948,6.0546784,3.1871786,6.9137373,6.06169,6.357669,3.2162056,3.1419947,,1.1474987,3.026149,AERIIa,0.0,1.0,0.0,0.0,0.0
1990.0,Samfya,23.15,730.2999877929688,Maize  ,10.0,2865.0,6666.93,0.0,0.0,69.4,30.4,165.2,264.8,22.05,22.75,22.55,22.75,2.6,56.0,211.3,23.0,24.65,23.2,138.90001,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,6.66693e+06,2327.0261,535.9225,533338.06,0.029971888,16906.445,23.616667,22.683332,269.9,460.4,0.17312391,7.7523465,3.1419947,6.5934553,5.5980515,6.132096,3.1619527,3.1216304,-1.7537477,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Serenje,23.341667,970.7999877929688,Maize  ,10.0,6045.0,14491.35,0.0,0.0,72.1,90.1,158.7,339.5,22.1,22.75,23.1,22.35,4.5,60.8,317.2,23.9,24.35,23.6,140.04999,0.7492953,172.74968,2.0,2.0,837.8716,20.61768,23.784863,3.1503031,0.0,0.0,1.0,0.0,1.449135e+07,2397.2456,544.83344,942452.6,0.4274066,22660.09,23.95,22.733334,382.5,588.3,-0.6537634,7.782076,3.15024,6.8781204,5.9467287,6.377237,3.1759684,3.1238322,,1.1474987,3.026149,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Sesheke,23.2375,523.2999877929688,Maize  ,9.0,10756.0,1319.58,0.0,0.0,100.2,28.8,113.7,218.4,20.8,,,22.6,41.9,17.5,103.0,23.4,23.85,23.1,92.95,0.7492953,172.74968,1.0,1.0,689.4936,25.054573,24.191387,3.097364,0.0,1.0,0.0,0.0,1.31958e+06,122.68315,539.9814,273842.88,0.08457303,12160.183,23.45,22.6,162.4,360.89996,-0.29081443,4.809605,3.1457672,6.2601547,5.0900626,5.888601,3.1548705,3.11795,,1.1305515,3.2210565,AERI,1.0,0.0,0.0,0.0,0.0
1990.0,Solwezi,24.175001,1140.199951171875,Maize  ,9.0,7798.0,9972.18,0.0,0.0,138.1,297.9,204.5,144.0,22.6,,,22.45,55.4,127.6,310.8,24.1,24.95,25.2,96.7,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,9.97218e+06,1278.8125,584.43066,1.3000559e+06,0.06884062,27564.336,24.75,22.45,493.8,646.4,0.26237497,7.153687,3.1853192,7.038959,6.2021303,6.4714184,3.2088256,3.1112907,-1.3379806,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1990.0,Zambezi,22.283333,994.8999633789062,Maize  ,10.0,2683.0,1793.7,0.0,0.0,28.5,68.8,235.4,268.4,21.1,21.7,22.15,21.75,54.5,99.4,268.4,22.95,23.05,22.1,133.7,0.7492953,172.74968,0.0,3.0,1028.87,16.790234,22.989763,3.2592561,1.0,0.0,0.0,0.0,1.7937e+06,668.54266,496.54694,989825.94,0.053227976,22169.688,22.7,21.866667,422.3,572.6,0.23071189,6.5051003,3.103839,6.9026423,6.045716,6.3501873,3.122365,3.0849633,-1.4665855,1.181499,2.8207974,AERIII,0.0,0.0,0.0,1.0,0.0
1991.0,Chipata,24.1375,706.1500244140625,Maize  ,11.0,38186.0,70121.51999999999,0.0,0.0,23.6,123.95,158.85,260.75,19.95,22.75,23.25,23.0,2.3,16.55,143.75,26.075,26.15,23.6,144.825,0.70665073,284.3664,2.0,2.0,837.8716,33.939137,23.784863,2.9710104,0.0,0.0,1.0,0.0,7.012152e+07,1836.3148,582.61896,498647.84,0.050909992,17044.697,25.275,23.0,162.6,543.55,-0.22563243,7.515516,3.1837666,6.559828,5.0912933,6.2981215,3.2298157,3.1354942,,1.0889021,3.5245688,AERIIa,0.0,1.0,0.0,0.0,0.0
1991.0,Choma,22.783333,596.8999633789062,Maize  ,11.0,18387.0,38261.79,0.0,0.0,0.0,94.6,152.9,122.2,18.3,21.8,22.3,22.05,5.2,53.1,168.9,24.0,23.85,22.7,136.70001,0.70665073,284.3664,0.0,3.0,1028.87,27.63871,22.989763,3.0737627,1.0,0.0,0.0,0.0,3.826179e+07,2080.9155,519.08026,356289.56,2.9798343,13599.37,23.516666,22.05,227.2,369.69998,-1.7262197,7.640563,3.1260293,6.3917494,5.425831,5.9126916,3.1577094,3.0933125,,1.1229024,3.3192174,AERIIa,0.0,1.0,0.0,0.0,0.0
1991.0,Isoka,22.991667,867.0,Maize  ,11.0,3192.0,11107.44,0.0,0.0,142.3,243.8,252.8,210.6,20.3,22.1,22.35,22.0,3.2,44.8,111.8,24.15,24.25,23.1,137.95,0.70665073,284.3664,0.0,3.0,1028.87,27.63871,22.989763,3.0737627,1.0,0.0,0.0,0.0,1.110744e+07,3479.7744,528.61676,751689.0,0.30922243,19933.775,23.833334,22.15,159.8,707.2,-0.5560777,8.154723,3.1351318,6.765039,5.073923,6.5613136,3.1710851,3.0978374,,1.1229024,3.3192174,AERIII,0.0,0.0,0.0,1.0,0.0
1991.0,Kabompo,24.4,926.0999755859375,Maize  ,11.0,1478.0,2978.37,0.0,0.0,0.0,109.2,110.2,330.8,22.5,24.7,24.45,22.15,39.3,53.4,283.2,25.95,25.4,23.75,146.4,0.70665073,284.3664,0.0,3.0,1028.87,27.63871,22.989763,3.0737627,1.0,0.0,0.0,0.0,2.97837e+06,2015.1354,595.36,857661.2,0.014667536,22596.84,25.033333,23.766666,375.90002,550.2,-0.121109605,7.608442,3.1945832,6.830982,5.929323,6.3102818,3.2202082,3.168284,,1.1229024,3.3192174,AERIII,0.0,0.0,0.0,1.0,0.0
1991.0,Kabwe,23.433334,765.7999877929688,Maize  ,11.0,42968.0,146446.92,0.0,0.0,0.0,70.8,171.5,281.9,19.75,22.3,22.7,22.45,0.3,98.2,143.1,25.3,24.6,23.25,140.6,0.70665073,284.3664,2.0,2.0,837.8716,33.939137,23.784863,2.9710104,0.0,0.0,1.0,0.0,1.4644691e+08,3408.2786,549.12115,586449.6,0.007227849,17945.248,24.383333,22.483334,241.6,524.2,-0.08501676,8.133963,3.1541595,6.640921,5.4872837,6.2618732,3.1938999,3.1127744,,1.0889021,3.5245688,AERIIa,0.0,1.0,0.0,0.0,0.0
1991.0,Kalabo,24.7,940.0,Maize  ,5.0,2520.0,1944.54,0.0,0.0,0.0,181.7,154.0,218.7,21.65,24.15,23.9,23.2,73.5,70.0,242.1,26.45,25.8,24.7,148.2,0.70665073,284.3664,3.0,2.0,837.8716,33.939137,23.784863,2.9710104,0.0,0.0,0.0,1.0,1.94454e+06,771.6429,610.09,883600.0,0.15715562,23218.0,25.65,23.75,385.6,554.4,-0.39642859,6.648522,3.2068033,6.84588,5.9548006,6.3178864,3.2445436,3.1675825,,1.0889021,3.5245688,AERIIb,0.0,0.0,1.0,0.0,0.0
1991.0,Kaoma,24.558332,692.2000122070312,Maize  ,5.0,10895.0,18218.34,0.0,0.0,0.2,76.0,109.2,271.0,21.55,23.9,24.15,23.9,35.2,28.7,172.1,25.65,25.7,24.05,147.34999,0.70665073,284.3664,3.0,2.0,837.8716,33.939137,23.784863,2.9710104,0.0,0.0,0.0,1.0,1.821834e+07,1672.1744,603.1117,479140.84,0.00028212895,16999.277,25.133333,23.983334,236.0,456.2,-0.016796695,7.4218802,3.2010512,6.539875,5.463832,6.1229315,3.224195,3.177359,,1.0889021,3.5245688,AERIIb,0.0,0.0,1.0,0.0,0.0
